split,data_seed,trajectory_index,half_cycle_index,history_length,history_sha256,latest_observed_outcome,teacher_student_squared_error,teacher_latest_squared_error,scope,offline_teacher_target_layer1_phi,student_prediction_layer1_phi,offline_teacher_target_layer1_theta,student_prediction_layer1_theta,offline_teacher_target_layer1_beta_real,student_prediction_layer1_beta_real,offline_teacher_target_layer1_beta_imag,student_prediction_layer1_beta_imag,offline_teacher_target_layer2_phi,student_prediction_layer2_phi,offline_teacher_target_layer2_theta,student_prediction_layer2_theta,offline_teacher_target_layer2_beta_real,student_prediction_layer2_beta_real,offline_teacher_target_layer2_beta_imag,student_prediction_layer2_beta_imag,offline_teacher_target_layer3_phi,student_prediction_layer3_phi,offline_teacher_target_layer3_theta,student_prediction_layer3_theta,offline_teacher_target_layer3_beta_real,student_prediction_layer3_beta_real,offline_teacher_target_layer3_beta_imag,student_prediction_layer3_beta_imag,offline_teacher_target_layer4_phi,student_prediction_layer4_phi,offline_teacher_target_layer4_theta,student_prediction_layer4_theta,offline_teacher_target_virtual_rotation,student_prediction_virtual_rotation
validation,20261502,210,17,17,2702abfe2bc3b679459700830ca103669437679f1d9dd1fa6a81a15d2448399d,g,4.3776198946479005e-07,4.3224772939485404e-05,offline_teacher_target_distillation_source_data,0.2234911045925698,0.22464508785589338,0.014512699121544365,0.014541298584157671,-0.047076884869700596,-0.04757853201274521,0.12299982652464958,0.1236569080675387,0.11195382702041197,0.1124811831454087,0.053883202600850645,0.05421148255872052,0.016153380168076475,0.01622225236406248,0.04097670405635736,0.04188970698919017,-0.05217575401736011,-0.052507485400422896,-0.05178520522543705,-0.05188430494351355,0.023889524414122894,0.023977910049295503,0.09512928173911217,0.0968152168938208,0.09197563421378838,0.09255941789567679,-0.014646526514908562,-0.014544121597648021,0.0023363467668698354,0.002265688454126865
validation,20261502,210,18,18,6f1d0b9e14b86d55efa99f63bebd4084d8047cd9cb1d49bbc8cd21e84bb045c8,e,3.530786138867027e-06,0.0002245438083889494,offline_teacher_target_distillation_source_data,0.16723189467180297,0.16504505964976413,0.009196815559705335,0.00872750444090866,-0.042655064156033914,-0.040801953750184056,0.10145883045117135,0.09959709853929426,0.08613646060999043,0.08493985049984906,0.04361496485953584,0.042493332026803554,-0.0025039052268962694,-0.0025443440823055222,0.042652060564972186,0.03905510722087396,-0.040830757396116045,-0.03981017893961401,-0.025009344810612684,-0.02485247386440552,0.012788842025280673,0.012465413894772058,0.09284775629235933,0.08824306620600428,0.06941392969969488,0.0681812412016884,-0.013594523927959552,-0.012526374016275807,0.009694719500259567,0.00906610782853933
validation,20261502,210,19,19,d263a6c3388e6308a1189d0c32ecd61447f17896eaac4860e8e7a2d015b1f2ed,g,4.354834001113218e-08,1.7762379156686513e-05,offline_teacher_target_distillation_source_data,0.1943311908780914,0.19483466218019896,0.011918318821104943,0.011835004120721339,-0.044343447434017025,-0.04412238502591527,0.11172043535466208,0.11164972705876536,0.09870677007545003,0.09877402150902723,0.0484103015482199,0.04833758498311834,0.007750076587848861,0.0077192738928491805,0.04051778867726614,0.04038203664976437,-0.046165826454916216,-0.04615476908686014,-0.039355551387372054,-0.03926441301018687,0.0185419844918544,0.01848186979147628,0.09198929528534205,0.09229734288749944,0.08000418674982411,0.0802382519239952,-0.013902088242470365,-0.01362657185866929,0.0051636135302827475,0.004895075024282261
validation,20261502,211,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,4.727153316489504e-07,2.530521483647923e-32,offline_teacher_target_distillation_source_data,0.10940769765753414,0.11066962601373732,0.006483859568254927,0.0063792286015897206,-0.02913511872006562,-0.02946788963792808,0.0689537146454493,0.06990624144487682,0.05765861315792151,0.05821824961279425,0.029119702501004364,0.029377284671967662,-0.00388889198163285,-0.0039557710182667166,0.028701873547235853,0.02884938790792417,-0.026132002582426136,-0.026381642915260368,-0.014707552586256285,-0.014587813881395685,0.008596520331406806,0.008492304252768687,0.06180304082121701,0.06368855543982156,0.04522785089569843,0.045761188670830455,-0.007757976493585373,-0.007484291785964223,0.00699069674067287,0.006742777357445879
validation,20261502,211,1,1,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a,e,1.0430904842595644e-06,0.0002563318465301545,offline_teacher_target_distillation_source_data,0.08348468292624833,0.08218067347843461,0.003938064546687373,0.003994040850890747,-0.02771423886572746,-0.0268972974628906,0.06009092044895741,0.05868814249669215,0.04623090695652478,0.045433223134291344,0.02482116730185821,0.02426400229416587,-0.013641539697877028,-0.013336797637625878,0.030522365115239578,0.029019295343268373,-0.021411711316342865,-0.02087484067373712,-0.0015844264825170852,-0.0018705595059360092,0.002928178348661353,0.0030901900164257675,0.0627174695674392,0.059997168027708714,0.03436612748352899,0.03391962103391732,-0.008469163351517784,-0.008426448692274225,0.010923594504997258,0.011029435216918392
validation,20261502,211,2,2,9dcf97a184f32623d11a73124ceb99a5709b083721e878a16d78f596718ba7b2,e,3.414915235646228e-07,0.0005586448123383185,offline_teacher_target_distillation_source_data,0.061872095692409174,0.06146814881438589,0.002265001222040472,0.002610788882039312,-0.024956425822123936,-0.024923695427746712,0.050914048770335556,0.050150188540240906,0.036404446466741056,0.03612496712853339,0.020543915720289987,0.020510641267323285,-0.018666408243449253,-0.01835435025773642,0.02930601427451165,0.029150055875054016,-0.0169241930623228,-0.016883652130602066,0.006397579677503819,0.005965750093401664,-0.0005415139682131616,-0.0001803330129978352,0.05851512115647198,0.056849656373871536,0.02516087506142059,0.025250248297235087,-0.008149814513975227,-0.008973596861904406,0.012384650686388395,0.01290925332235597
validation,20261502,211,3,3,9f44ac6acb8a37b00b615dc89259d306035be82dee7db2b472e4c48326195440,g,6.925974544228305e-07,0.0007209798819008106,offline_teacher_target_distillation_source_data,0.13114092408800732,0.13015165276610766,0.007939928009612336,0.008407333633262739,-0.03344117200175819,-0.03387003626483959,0.0814769436564013,0.08083547583267944,0.06893571590288027,0.0685203436845274,0.034422209674507716,0.03455761042901668,-0.0008298542348017569,-0.0008107926051215686,0.03124628124845751,0.03345070944206711,-0.03168959746479075,-0.031830274656870425,-0.021926009783813923,-0.02191656782415185,0.01094872291775956,0.011134379748340327,0.06952833715131039,0.07056015522440873,0.053245526564335316,0.052983074770545195,-0.010370005517826505,-0.0116991338457137,0.005811136926221188,0.006580056168807435
validation,20261502,211,4,4,252c0b6b080fa045acfcd1437f693f3be2be2ac8223ea525d492fa19ab028942,e,2.548702447369683e-06,9.438904269102127e-05,offline_teacher_target_distillation_source_data,0.0999291705641362,0.09634482918454891,0.004968256904995542,0.005170208335935517,-0.03107339466757693,-0.030277096727138998,0.06943668615943017,0.06700624527090795,0.054734205621134874,0.05293375738631915,0.02887236962315808,0.0280665759379112,-0.011824952730445273,-0.011654668877378793,0.03300237527613798,0.03256046615490705,-0.025699849445696255,-0.0248238687355948,-0.006470766943517567,-0.006386501640712099,0.004555001660854827,0.004689743149828685,0.06930777698340516,0.06585633098945096,0.04050745660310143,0.039206862080037146,-0.010656365041955029,-0.010874175926270024,0.01046629189700292,0.010958077472361072
validation,20261502,211,5,5,913bd73e697f1a9c2f897b07bd01de9412b22efcd6284b7dfed85c39cfa7ab3b,e,5.224708926609719e-07,0.00037083798050564884,offline_teacher_target_distillation_source_data,0.07332717380836655,0.07176601512044878,0.0029617923041320676,0.003292888640815303,-0.02732755519889501,-0.027518575615694537,0.057386694127587935,0.05648099189821774,0.0423121181747666,0.04158580001106383,0.02338021784433378,0.023301887801661616,-0.017598264537424753,-0.017454643870492673,0.031271773713250496,0.03187533612859697,-0.01992775794366933,-0.019745806038755746,0.003235633789705432,0.003183048760550468,0.0005240645136246235,0.0007880610510126325,0.06342635677047263,0.06184555131659696,0.02949008524518039,0.029121109384462496,-0.009792391906345212,-0.010395089892274525,0.012236908022799465,0.012877960976528643
validation,20261502,211,6,6,43e1994655cf5498f12709cad4b2179008c8128e1d7cf851893197a7f578b625,g,9.813675481291368e-07,0.000589301999079865,offline_teacher_target_distillation_source_data,0.13793897921663462,0.13658259357953656,0.008338216260864324,0.008789567070498338,-0.034850069581175,-0.03554551074949723,0.085302687809306,0.08478069637607398,0.07244902420567344,0.07190476800906835,0.03612588471028899,0.03630731917205665,-0.0002969616938193331,-0.00032536867633369687,0.032556695586289965,0.03535779790738376,-0.0335015194393537,-0.033618548478573096,-0.02366033650487094,-0.023482974505710363,0.011543915268817715,0.011697040522357326,0.0726276195266147,0.07401937505735451,0.05580696526123424,0.05544053027136673,-0.011444595488616177,-0.012470316383440743,0.005822815113687423,0.006566336414306378
validation,20261502,211,7,7,a6055610c755390d15c9ffe1994c48247fe7499ebcd992539200b3aaee01d8f4,e,1.7260494702033342e-06,6.46132942160334e-05,offline_teacher_target_distillation_source_data,0.10428440708368501,0.10102036157016839,0.005217481801029753,0.0053918785815847544,-0.03198706466487421,-0.03156346174639911,0.07188128780227955,0.07000890298529715,0.05697107224383857,0.05539781861434333,0.029961382475933825,0.029350934617760845,-0.011512834785617052,-0.011395034169517754,0.033877163774351814,0.03402815885112069,-0.02684477507662468,-0.0261199635790504,-0.007536341165372797,-0.007351713733886099,0.004928629673913592,0.005030386634706499,0.07135202999674391,0.0688058818010656,0.042180392026135605,0.041005998678642575,-0.011331713504565482,-0.011322032446921874,0.01049966432777986,0.010952060980315583
validation,20261502,211,8,8,87117c0083046c8088fb36c80c9d1273d672632a4677911f4a28e24325471688,e,2.401146021609819e-07,0.00033147543202092546,offline_teacher_target_distillation_source_data,0.07607957367521344,0.07516530050079746,0.0031167150888682387,0.0034214427991368997,-0.027909249338926363,-0.028506197318041254,0.05892966729914828,0.058766276903355494,0.04372080150669461,0.0433797824297062,0.024066618608647228,0.02424466026311661,-0.017413082366412917,-0.017315775187825108,0.03184237496304858,0.033004870436886755,-0.020643280479486673,-0.020685182225358284,0.002581673199081402,0.0025882898159050108,0.0007563456537957235,0.00099429185498582,0.06474637760079648,0.06436052590926056,0.030559416165581423,0.03043828176026316,-0.01021732679382452,-0.010655178072799917,0.012269206000403696,0.012875322578259154
validation,20261502,211,9,9,a2ca3f07e0666239f8654bebe035076ab07629004b24884a743d637244149a1d,e,1.6833639843467379e-06,0.0006634940512036478,offline_teacher_target_distillation_source_data,0.05551406466734681,0.056367712578734505,0.0017422886231558722,0.0022787196844606737,-0.024409599929388064,-0.0261589470010235,0.048933194120386006,0.05020965565401727,0.03396984697331459,0.03462994075505961,0.0195434695373131,0.020496443415502028,-0.02057280484340673,-0.020482553283102854,0.029300898281396776,0.032217349061237396,-0.01594427785292614,-0.016746192568213823,0.00881731204335851,0.008713271115719822,-0.0018260353594717208,-0.0014492219895027756,0.05808722304203495,0.06057013278254681,0.021983847290814037,0.022701512461611714,-0.009058425667659863,-0.010267909086321084,0.012853804207170836,0.013718726015582237
validation,20261502,211,10,10,ec7a9b9cd27e9f50477c6c65c0236f5cdc50c5f603038c1425806820dbfe7ed0,g,3.010997317275876e-06,0.00079450858434739,offline_teacher_target_distillation_source_data,0.12722553161321448,0.1269664683231099,0.007618880010164576,0.008221249487714412,-0.033031641663949056,-0.03466761932966511,0.08020372511302426,0.08087253445946987,0.06742926506887986,0.06759378106430851,0.033782628412067375,0.034548710424965295,-0.0018454362506594496,-0.0019590346188261224,0.031098847098239835,0.035597130694527294,-0.03106989105727047,-0.031744389919414015,-0.020570224764438656,-0.0203699644440931,0.010217379989975003,0.01039712403788588,0.06901736387344949,0.07313625939161833,0.05127096852484464,0.05136498392247502,-0.010860984391425972,-0.012401318776987615,0.00599915477324782,0.006934959782862319
validation,20261502,211,11,11,a91b751c5a963b66b987f0454d3a667a3153aa1265d910d610028f3da46fd365,e,1.017332239451331e-06,0.00011643726935481525,offline_teacher_target_distillation_source_data,0.09684765843585777,0.0940290820101527,0.00475951301804958,0.0050622917743875515,-0.030615840883101465,-0.03088945040004824,0.06821973446214065,0.06703445012546375,0.05347390399691057,0.05225916495674029,0.02829692980252545,0.028060042966352616,-0.012370163611019246,-0.012268819647668138,0.032674442254132595,0.03421234903948549,-0.0251402627658214,-0.024761621688191956,-0.0056263956763807944,-0.005433492244524378,0.004093273703593506,0.004243397205606733,0.06848825337594121,0.0680528812245155,0.038988448295258764,0.03802223576079827,-0.01092333020104955,-0.011281962779304038,0.010495497784517707,0.011113712529148109
validation,20261502,211,12,12,871ff614fe645f6211fc93e457bcc91ffa7d974d6a6e35b57af83ba4dc5749b1,e,6.356596574705476e-07,0.0004007163837753676,offline_teacher_target_distillation_source_data,0.07119447114791884,0.07008238107297211,0.0028314458089229917,0.0032303041351766358,-0.026968235062865265,-0.027988717268974832,0.056478122484564845,0.05650245825812934,0.04141982071115945,0.04109465679406507,0.022958595431494873,0.023297092329981055,-0.017892388421886018,-0.017783129646265765,0.030975706737836808,0.033146622956024524,-0.019521310652569457,-0.019700690980770753,0.0037437771109308073,0.003770288463329072,0.00024211231577191112,0.0005178363527182203,0.06272001171417887,0.06371846973215478,0.028439534478690593,0.02825382834279098,-0.00993972526934236,-0.010631908015394452,0.012216462028499495,0.012946211256159097
validation,20261502,211,13,13,2792a709af79359a5e2c8608a8113a9854be013501ac68e1237af4f1305cfe4f,g,2.025266192929193e-06,0.0006115608497470844,offline_teacher_target_distillation_source_data,0.13666707185553476,0.13553117665597234,0.008260939418335025,0.00875449611438059,-0.034626269973516775,-0.03584907403072482,0.08475198624436937,0.08479407375005424,0.07191310122822873,0.07160037542167358,0.035868481535964114,0.03630431310339763,-0.0004497454674469135,-0.0005025985572009381,0.032365533266692045,0.036247415201437906,-0.03325642278742124,-0.033590360589400084,-0.023371487303982044,-0.02315241219086562,0.011384649444065337,0.01154003332502779,0.07217017810495506,0.07531620707701514,0.055176467446056844,0.054889928087876724,-0.011508985258175217,-0.012598793975145734,0.00579774279461868,0.006596259932547077
validation,20261502,211,14,14,d559eb0a89322c507ae67de3196cef67479ecfddea09832a7a080e94cc34b71f,g,1.5741170412953856e-06,0.00010537012664308251,offline_teacher_target_distillation_source_data,0.17704920445757882,0.17640346205908317,0.011476222187926259,0.011850129650374701,-0.03977458360940782,-0.04092438627665697,0.10214709700044855,0.10242480026818629,0.09050948036338202,0.09050670315258907,0.04401866714433322,0.044457963320214886,0.008777029527284652,0.008820868978127611,0.034977410628455,0.03841727832538028,-0.04188507379546982,-0.0422686264515018,-0.038287046275032204,-0.038307433569721404,0.01774611027469756,0.017944200915774686,0.08043622718746232,0.08334662475003982,0.07201573215296003,0.07180012671395998,-0.012984201833604781,-0.013665860836152956,0.0031340604565718226,0.00381219977501368
validation,20261502,211,15,15,b133cac97bc7853aec68a5b325d501d8b8093001156db2470447dc934464f50e,g,8.296057762731257e-07,2.490985427924879e-06,offline_teacher_target_distillation_source_data,0.20217324019627797,0.20192789989162988,0.013327766459229146,0.013584853393728804,-0.04327256206898358,-0.04420143783735153,0.11300364938910484,0.11341188998195276,0.10205016995144096,0.10222415300624643,0.04918311488057183,0.049569125267590775,0.013700899926949684,0.013851214772148554,0.037424588295208644,0.03993569865283349,-0.04736182207446457,-0.047690807143728656,-0.04661219061442314,-0.04683832636326407,0.021448076504174796,0.02166517983072317,0.08684765410208056,0.08890698588649934,0.0826205708264562,0.08253573817022603,-0.01392234409942942,-0.014244761549849539,0.0021200884725557675,0.0025915619203669585
validation,20261502,211,16,16,e19ec3c9633f2bfb97f4d62d96d90f26d53cf473676f65d184115caaa65138e7,e,5.104137117927504e-06,9.372931503569998e-05,offline_teacher_target_distillation_source_data,0.15276926954713393,0.148528821805478,0.008447434816965757,0.008172829157014757,-0.03994541062332893,-0.038209150425661226,0.0945123636038982,0.09179974418346575,0.07946827157591052,0.07747212545800955,0.04038824568929036,0.03908564951647529,-0.0039764375951920625,-0.00381252147529335,0.04009594527058212,0.03755130505554803,-0.03761550797525417,-0.03631917449984533,-0.02177012674223253,-0.02174316668071305,0.011211758304406023,0.011065251456555054,0.08689346527960116,0.08150000554130592,0.06290129680802357,0.06084276893200586,-0.013279149146602089,-0.012352523672329543,0.009455341632500386,0.009209012362094805
validation,20261502,211,17,17,807362809f96175ab7fb32b8e3c82f6bb16bd4e18acee86824b5249141fa10cb,e,3.972051700899716e-07,3.66392917678691e-05,offline_teacher_target_distillation_source_data,0.10937508659341788,0.10970571237292431,0.005157311606531808,0.005034211168257863,-0.03389952871597298,-0.03360850208255847,0.075045450270531,0.07535101195353179,0.059195469331709216,0.059451184361957836,0.03140928539661032,0.03139034415236943,-0.013278970911778272,-0.013260178931716615,0.03701871671799527,0.035716278977167684,-0.028095057529146285,-0.028077307816713207,-0.0060839748529935124,-0.006279652708957797,0.004639866176771865,0.004647891818965029,0.07711684185938883,0.07518434306715363,0.045053776282540536,0.04496105108366387,-0.01158322667565508,-0.011253625511889482,0.012162368051187096,0.01211094751997247
validation,20261502,211,18,18,b27a1274f10142ca8d71064b906f1e49394d57c12997b313345405a96a617584,e,3.3440095039624725e-06,0.0003134265518502346,offline_teacher_target_distillation_source_data,0.07737228561280307,0.08147987252639496,0.003009082616946787,0.0032140192311039687,-0.028549538273973975,-0.030076300817378564,0.05974693264851615,0.06283208882138225,0.04414145579248316,0.04633087260751742,0.02443771509577061,0.02574167132164958,-0.018283532235920986,-0.018313369840114415,0.033084925960717715,0.03430404539619785,-0.020846166489166706,-0.022103814955152894,0.003590040244109251,0.0032488885467861625,0.0005450925556659643,0.0007627236117410275,0.06693341515397802,0.06979920760998998,0.03161533250685379,0.03333382942283423,-0.009994963301240861,-0.010615451431682807,0.013038186690052495,0.01338352639830067
validation,20261502,211,19,19,149dbb97974e7116a5b43824a588d883b695a55141af1044ce0adfe0b6aeb088,e,9.138691172869389e-06,0.0006641498871536123,offline_teacher_target_distillation_source_data,0.0554660598864363,0.0609586405414607,0.0016397410809460397,0.0021584276618374395,-0.024561142481852476,-0.02736441222097169,0.04891689861025746,0.053304093946284305,0.03379087681571539,0.0367785090757692,0.019539195230441415,0.021595311529698676,-0.0210058546576302,-0.021016128537123868,0.029739487285401336,0.033217192347777307,-0.015812392348984575,-0.017774381061234135,0.009481364778117259,0.00912032880468951,-0.00196848624031276,-0.0015894169648922566,0.058802186041222254,0.06520749866248268,0.022302089873981135,0.024821382290789274,-0.008743556311533245,-0.01024483823811395,0.013208897249896656,0.013941587455306315
validation,20261502,212,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,4.727153316489504e-07,2.530521483647923e-32,offline_teacher_target_distillation_source_data,0.10940769765753414,0.11066962601373732,0.006483859568254927,0.0063792286015897206,-0.02913511872006562,-0.02946788963792808,0.0689537146454493,0.06990624144487682,0.05765861315792151,0.05821824961279425,0.029119702501004364,0.029377284671967662,-0.00388889198163285,-0.0039557710182667166,0.028701873547235853,0.02884938790792417,-0.026132002582426136,-0.026381642915260368,-0.014707552586256285,-0.014587813881395685,0.008596520331406806,0.008492304252768687,0.06180304082121701,0.06368855543982156,0.04522785089569843,0.045761188670830455,-0.007757976493585373,-0.007484291785964223,0.00699069674067287,0.006742777357445879
validation,20261502,212,1,1,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,g,5.000561359635006e-07,0.00028150326884594974,offline_teacher_target_distillation_source_data,0.16007523067955196,0.16087760884266036,0.010421235418980351,0.010519082902319375,-0.03631117897255834,-0.036804153025933366,0.09242335195735485,0.09314702325699675,0.08170906864805311,0.08221295143450835,0.03976418409153824,0.04011571620565371,0.007051739515350478,0.006957758338257821,0.03215550947985766,0.033240308911238,-0.03738649684177359,-0.03776461949786271,-0.033476320263016016,-0.0334863470023489,0.016144863964523616,0.016173395349609137,0.07330666558706359,0.07529549404871612,0.06573293190597312,0.06600465371958932,-0.010463937511180809,-0.010891162196627054,0.003474002226566015,0.0038764385863457192
validation,20261502,212,2,2,96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7,g,1.687930007739962e-07,2.831743158372154e-05,offline_teacher_target_distillation_source_data,0.1920470502332017,0.1922321201887981,0.0127398123412446,0.012838964589218117,-0.041174617989707445,-0.04154106618917729,0.10724205653985848,0.10763017881642448,0.09682128489964635,0.09708398928759975,0.04661889989148673,0.046847163001871805,0.012844622560023345,0.012845999627080277,0.03553055703907366,0.03631297447899019,-0.04465485411337364,-0.04487670350485225,-0.044001881930079687,-0.04412449497850435,0.020547456789392574,0.02063629823435524,0.08229803220402006,0.08333228279146906,0.0788303634184207,0.0788564232403069,-0.012397818785578092,-0.01273944348458951,0.0021610454625473467,0.0026197266583440526
validation,20261502,212,3,3,709e80c88487a2411e1ee4dfb9f22a861492d20c4765150c0c794abd70f8147c,g,3.07834093156982e-08,6.595918138827202e-06,offline_teacher_target_distillation_source_data,0.21197497716247,0.21181277900763334,0.014068837571751563,0.014138974360156091,-0.044382655959738754,-0.04459961863330029,0.11648316228286187,0.11665576998002262,0.1062259015446223,0.1063005141884405,0.0509530352517968,0.05106680865758714,0.01594787240857022,0.016022917408921915,0.03814021674814457,0.0384631552005574,-0.04925519783222879,-0.049320333741233915,-0.049933874344908175,-0.05011280061250649,0.023129664952201097,0.023229354599338076,0.08869558397407429,0.0888970553358973,0.0870854317644008,0.08701549973318093,-0.013563260350466178,-0.013742165428089417,0.0017500805329221003,0.002068736354648901
validation,20261502,212,4,4,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,g,1.8566148863432375e-08,4.5965167384468676e-05,offline_teacher_target_distillation_source_data,0.2243510433526569,0.22404075461047618,0.014826782903290382,0.014867470737397408,-0.046461839081421485,-0.046574479208334435,0.1222248338074805,0.12228032434720915,0.11205285068297571,0.11201257894726696,0.05367122738013977,0.05371191750250898,0.01764664495106331,0.01773697872154859,0.039976051145210904,0.03996780223534076,-0.05212864187049963,-0.05209671400590456,-0.05331561533898508,-0.053483669719290736,0.024656906239196193,0.024735984137471197,0.09303244019677501,0.09275017310002244,0.09228791846113903,0.09219537236544803,-0.01420217718170305,-0.014286158002447317,0.0016772357732110145,0.0018271612506003353
validation,20261502,212,5,5,8855508aade16ec573d21e6a485dfd0a7624085c1a14b5ecdd6485de0c6839a4,g,2.9737992154080864e-08,9.096350968666035e-05,offline_teacher_target_distillation_source_data,0.2320409368367602,0.23167703430500247,0.015261389479054536,0.0152757038011157,-0.047795031377416086,-0.04784961650353374,0.12579359151547984,0.12578542570356452,0.11565966276565504,0.11555270759228922,0.05537058457335719,0.055370019004943705,0.01859967236257219,0.018661776398163417,0.0412082966246695,0.04102071963738695,-0.0539103441400733,-0.05383139645336429,-0.055270349622672944,-0.055381161134984966,0.025568968791642884,0.025611372962731166,0.09589522483472522,0.09541811979248552,0.09557953853660356,0.09548386714913384,-0.014528734627013951,-0.014581282610894225,0.0017136049563080966,0.0017212455375565656
validation,20261502,212,6,6,186128bf8a4d60eb4b51102ae2a2cb6a0b80011977582480395a454454bec7e1,e,8.671254248299975e-06,0.0003043857305140659,offline_teacher_target_distillation_source_data,0.17419722915505742,0.1701575454136039,0.009679507718570074,0.009153411148669617,-0.04363821996365552,-0.04101008202035915,0.10426535149532185,0.10121708652975708,0.08920901655737924,0.08717610209679186,0.04498186127583064,0.04334374575797328,-0.0012040385149710896,-0.0012395359087666261,0.043382292307090196,0.038386335733583854,-0.0423011859444494,-0.04076971559898167,-0.02714594253946854,-0.02700721945112658,0.013847494893211907,0.013454337461060298,0.09459429322162327,0.08705181237185902,0.07248979616187859,0.07032227027867473,-0.01348959563521411,-0.012547954901840715,0.009537189639282502,0.008827354542063598
validation,20261502,212,7,7,7038169d3d9d2db474c01f04fe51cbd9f5f3ff97d8a6e5baefaf18400c57dcad,g,4.3342532742739686e-07,8.908873407718042e-06,offline_teacher_target_distillation_source_data,0.1986035607626796,0.19802737146380994,0.012194028481052705,0.012073672706591095,-0.04498371599221229,-0.04425677026953227,0.11345548456597693,0.11265926874544141,0.1005938893205556,0.10015996838989563,0.04926737564708558,0.04887067166045894,0.008458498225738586,0.008423264793540856,0.041042117270355685,0.03991404573848633,-0.04708164695600222,-0.04675428761171058,-0.04056779826775189,-0.04047733796345173,0.01915747052364034,0.019056458711349474,0.09320044847469029,0.09147250390741875,0.0819167054261827,0.08159750599281726,-0.013844741673353611,-0.013638279831723516,0.005132718837394866,0.004790396503379971
validation,20261502,212,8,8,be58233c8b1c33d2911eccf0f47364922b872acca2e95e4423bc21820b59ddf6,g,2.5492822784664722e-08,1.3161108446919223e-05,offline_teacher_target_distillation_source_data,0.21498415610128055,0.21543187026798574,0.013729639665112134,0.013710121918821195,-0.04633593106293754,-0.046353107258959685,0.11976124234371698,0.11978979070071626,0.10808137408026425,0.10820689343855333,0.05229717202856652,0.05233525655281625,0.013632884081488633,0.013636693025808755,0.04085655651892779,0.04098310207678796,-0.05041275745260926,-0.050493448330485934,-0.0480817055831608,-0.04805978434028661,0.02229869033591282,0.022311428971876296,0.09429421915630751,0.09453344574275713,0.08854469827855353,0.0887557039762602,-0.01432326219248375,-0.014229798417048658,0.003192421655461534,0.003020440568231143
validation,20261502,212,9,9,4a75850b2b76c13cc4de03cb5d70a2106d2e50452057008db41e95c7279d26bf,g,1.0787417338222478e-07,5.3980743820795174e-05,offline_teacher_target_distillation_source_data,0.22564263736299583,0.22630085014891033,0.01462815203222743,0.01462715142836779,-0.04744348179674664,-0.04770668001863589,0.12392898474334549,0.12423337868037296,0.11291642907139594,0.11319408302268419,0.0543365975302225,0.05450705126983102,0.016417822838585762,0.01644952491279132,0.04131186327810163,0.04173120312397317,-0.05264666793577653,-0.052829676025815696,-0.05229945454245891,-0.0523280090782479,0.024158336607459252,0.024202646766629875,0.09589764773510409,0.0966528799633894,0.0929673922325795,0.09330015871487791,-0.014629940405233603,-0.014550706641005957,0.002372031314840474,0.002244424572436921
validation,20261502,212,10,10,06e8efcfca7cc5bede781936493f5016263a9e798c6e1ba5334ce6b4e5f24354,g,1.0633814653471204e-07,9.561311048034847e-05,offline_teacher_target_distillation_source_data,0.23249907174971957,0.2330884471363972,0.015146703941254242,0.015141034239453177,-0.04827255779657782,-0.048580661265438155,0.12664830770704366,0.127002527174242,0.11601525268115134,0.11628496056878637,0.055681444109641626,0.05586845312298175,0.017939803109916587,0.017967148800937575,0.041856735921698654,0.04225470703742336,-0.05411174887432744,-0.05428935113874141,-0.05469376133092868,-0.05473062975083211,0.02526621772649756,0.02530149082998967,0.0973421827103703,0.09812040259440682,0.09587144174147694,0.09618525199102278,-0.014773717376511062,-0.014724804447496385,0.0020448752692591513,0.0019041896469398287
validation,20261502,212,11,11,63a907235d6263b0e8c90c26916b88bbb49d49a664518e158faefbdb69f13aca,g,7.158331326521409e-08,0.0001286364423920386,offline_teacher_target_distillation_source_data,0.2368987833285554,0.23732725090356566,0.015446254485936284,0.015429002664438307,-0.048864378199976355,-0.049144977601077736,0.128417700119374,0.12872820098023013,0.11799915229348734,0.11820057332900663,0.05656107534549484,0.056721855606762475,0.01878798177631749,0.018785961427646984,0.04231990524318697,0.04262104304033207,-0.055062284421720786,-0.055201356179839914,-0.056075011413422166,-0.05608308573680398,0.025932368890625546,0.025939946262743464,0.0984671636112786,0.09913653352764518,0.09777150963993811,0.09801688277861163,-0.014820323717509607,-0.014819255271632359,0.0019278854480956932,0.0017550177160061933
