record_type,record_id,candidate_id,field,value,value_state,eligible,details
diagnostic_replay,66,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002488910489701397, -0.0022570276936683072]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 6.371371125443268e-08, ""target"": [0.002424541860818863, -0.0026081460528075695], ""window_id"": 404}"
diagnostic_replay,67,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002915823435691772, -0.005553179244498071]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 6.57313395925629e-06, ""target"": [0.0011075215879827738, -0.0024105191696435213], ""window_id"": 444}"
diagnostic_replay,68,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0017053810204970688, -0.002271101464020681]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.878526138662017e-07, ""target"": [0.0010680364212021232, -0.0016632387414574623], ""window_id"": 229}"
diagnostic_replay,69,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0012157168584742786, -0.000950769717795687]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 7.055750576790593e-06, ""target"": [0.004220692906528711, -0.0032050146255642176], ""window_id"": 71}"
diagnostic_replay,70,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001127843714345416, -0.002564106069360954]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.7747521437030555e-06, ""target"": [-0.0007346600759774446, -0.0005440605455078185], ""window_id"": 39}"
diagnostic_replay,71,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001984908701921017, -0.002178979986199459]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 4.6168114842128907e-07, ""target"": [0.0012520657619461417, -0.0015574467834085226], ""window_id"": 132}"
diagnostic_replay,72,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020868820160261006, -0.0024012878780011876]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 2.946147176915531e-07, ""target"": [0.0015056016854941845, -0.0018999470630660653], ""window_id"": 105}"
diagnostic_replay,73,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0026541092835432423, -0.002678697719856395]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.844583459077368e-07, ""target"": [0.0021931142546236515, -0.00228322297334671], ""window_id"": 18}"
diagnostic_replay,74,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0016186487043650913, -0.0009914666817335024]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 2.1525747624235236e-07, ""target"": [0.0015302184037864208, -0.001641616690903902], ""window_id"": 24}"
diagnostic_replay,75,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021436372919110473, -0.0019101425233400478]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.007450986539662e-06, ""target"": [0.004628221970051527, -0.0038701784797012806], ""window_id"": 30}"
diagnostic_replay,76,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001896552146398395, -0.002116560848806101]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 4.484594758242868e-07, ""target"": [0.0013104493264108896, -0.00137265061493963], ""window_id"": 222}"
diagnostic_replay,77,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0009427348414656836, 0.0009369790549278211]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.6061328564601766e-06, ""target"": [0.001241021789610386, -0.0008303043432533741], ""window_id"": 9}"
diagnostic_replay,78,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002163920074600744, -0.0027386995458917687]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.7928639438038387e-07, ""target"": [0.0016858745366334915, -0.0023780816700309515], ""window_id"": 247}"
diagnostic_replay,79,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.00215177568678621, -0.003596603847494945]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.8547863991615983e-06, ""target"": [0.0007442376227118075, -0.002281913999468088], ""window_id"": 339}"
diagnostic_replay,80,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020733460430618594, -0.003130791206542022]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 7.29553081257351e-07, ""target"": [0.0013437960296869278, -0.0021680539939552546], ""window_id"": 75}"
diagnostic_replay,81,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0019371074233548021, -0.0028840781379588266]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 8.631276218072388e-07, ""target"": [0.00118030805606395, -0.0018100623274222016], ""window_id"": 94}"
diagnostic_replay,82,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018500009468829025, -0.0026885040081160235]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 7.82965477716499e-08, ""target"": [0.0016761301085352898, -0.0023330296389758587], ""window_id"": 378}"
diagnostic_replay,83,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022556971499500355, -0.0013029589379064462]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.141386678326953e-07, ""target"": [0.0016503810184076428, -0.0007912268629297614], ""window_id"": 37}"
diagnostic_replay,84,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002762057607623077, -0.0035098060514207625]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 2.1881876011789762e-06, ""target"": [0.0016922259237617254, -0.0017120754346251488], ""window_id"": 56}"
diagnostic_replay,85,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0030200510328599415, -0.0034362047001355238]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 2.202102148178061e-06, ""target"": [0.004152009263634682, -0.0052033704705536366], ""window_id"": 473}"
diagnostic_replay,86,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002223837218645842, -0.002312608558677403]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.1341213073454621e-06, ""target"": [0.0013629627646878362, -0.001076834392733872], ""window_id"": 146}"
diagnostic_replay,87,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018486750932749253, -0.0018906562728846481]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.727814821207044e-06, ""target"": [-0.0003518437151797116, 0.0002572139783296734], ""window_id"": 38}"
diagnostic_replay,88,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001720370263894854, -0.00258550719454017]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 5.956504036471745e-08, ""target"": [0.001389340846799314, -0.0026832292787730694], ""window_id"": 488}"
diagnostic_replay,89,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0026780798761965965, -0.0024264802480895202]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 2.11056293584141e-06, ""target"": [0.002289870986714959, -0.00040895212441682816], ""window_id"": 1}"
diagnostic_replay,90,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002235627164494057, -0.0018486570171059433]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 2.601766036878645e-09, ""target"": [0.002177470363676548, -0.0018059801077470183], ""window_id"": 203}"
diagnostic_replay,91,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0015395472652184287, -0.0024839056762175583]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 5.620550198202329e-07, ""target"": [0.000848827650770545, -0.001679532346315682], ""window_id"": 302}"
diagnostic_replay,92,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022457655461560174, -0.0038755315314610746]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 6.691286663586209e-07, ""target"": [0.0014349749544635415, -0.003050379455089569], ""window_id"": 60}"
diagnostic_replay,93,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0014700957954289179, -0.0013298702630742244]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.09529536468536e-08, ""target"": [0.001246123225428164, -0.00143823167309165], ""window_id"": 99}"
diagnostic_replay,94,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002240270495312061, -0.003650579595811605]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 1.980099390951912e-06, ""target"": [0.003868593368679285, -0.004794591572135687], ""window_id"": 32}"
diagnostic_replay,95,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0018553915893862812, -0.0022418083050972644]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.75809907478202e-06, ""target"": [0.004275113809853792, -0.004155219532549381], ""window_id"": 310}"
diagnostic_replay,96,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021861890585804468, -0.0016555082041108471]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.780749845123663e-06, ""target"": [0.00475966464728117, -0.0033697786275297403], ""window_id"": 447}"
diagnostic_replay,97,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002364837911095972, -0.0031533393690653623]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 6.035974861905062e-06, ""target"": [-3.691644815262407e-05, -0.0006426570471376181], ""window_id"": 208}"
diagnostic_replay,98,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002563742060611091, -0.0033532166585337896]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 2.0119591758649351e-07, ""target"": [0.0019797368440777063, -0.0031055682338774204], ""window_id"": 387}"
diagnostic_replay,99,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002437996308685153, -0.002177701939134082]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 4.15840061487241e-06, ""target"": [0.0048049576580524445, -0.003825213760137558], ""window_id"": 374}"
diagnostic_replay,100,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0024332571823615133, -0.0024792081617716253]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.1756413363982035e-06, ""target"": [0.00046241853851825, -0.00090851477580145], ""window_id"": 293}"
diagnostic_replay,101,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0019791962320951945, -0.002159683924921943]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 4.5589704256737334e-07, ""target"": [0.0023647015914320946, -0.0030332854948937893], ""window_id"": 197}"
diagnostic_replay,102,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0016706745921415771, -0.0027374434016399743]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 6.158998626201124e-07, ""target"": [0.001109380042180419, -0.0017799737397581339], ""window_id"": 112}"
diagnostic_replay,103,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0025918900457019096, -0.00328802326753261]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 4.1755381764829626e-07, ""target"": [0.0019250583136454225, -0.0026631688233464956], ""window_id"": 275}"
diagnostic_replay,104,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022735526983961576, -0.0024317950853453268]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.8309381978685858e-07, ""target"": [0.0022276360541582108, -0.0030351849272847176], ""window_id"": 409}"
diagnostic_replay,105,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001373240915000928, -0.0016869975149135662]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 2.3582825966852533e-07, ""target"": [0.0007829908863641322, -0.0013359114527702332], ""window_id"": 150}"
diagnostic_replay,106,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020426006028195862, -0.0032804360422045045]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.275442190962895e-06, ""target"": [0.003576341550797224, -0.005770119372755289], ""window_id"": 409}"
diagnostic_replay,107,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0015623101181871167, -0.0018728002018833802]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 5.554229970246618e-06, ""target"": [-0.000573016528505832, 0.0006862699519842863], ""window_id"": 148}"
diagnostic_replay,108,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022315972178281783, -0.0039896987047697875]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 6.743161840455754e-07, ""target"": [0.0015630342531949282, -0.0030401430558413267], ""window_id"": 278}"
diagnostic_replay,109,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021268013821302235, -0.0019438889721047213]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.029841605036782e-06, ""target"": [0.0002876331564038992, -0.00030769110890105367], ""window_id"": 299}"
diagnostic_replay,110,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0024722095510604637, -0.0020982983591769874]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.6520715825180278e-06, ""target"": [0.0015540397725999355, -0.0005295066512189806], ""window_id"": 323}"
diagnostic_replay,111,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001910442188190983, -0.0019061675934172796]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.374319042959867e-06, ""target"": [-0.00026921776589006186, 9.326246799901128e-05], ""window_id"": 218}"
diagnostic_replay,112,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0024254926794901738, -0.002251275387462492]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.1250898761451405e-07, ""target"": [0.0019178945804014802, -0.0016451713163405657], ""window_id"": 55}"
diagnostic_replay,113,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0009164118908300824, -0.0016575610771698843]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 6.668603146753634e-06, ""target"": [0.003838497446849942, -0.003848136868327856], ""window_id"": 451}"
diagnostic_replay,114,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0017581552989504473, -0.0013458185426489346]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 2.8948201075075146e-07, ""target"": [0.0020862403325736523, -0.002032349118962884], ""window_id"": 454}"
diagnostic_replay,115,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0031891157447187786, -0.0031178637635097127]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.5139039633375155e-06, ""target"": [0.0016762043815106153, -0.0009409606573171914], ""window_id"": 462}"
diagnostic_replay,116,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001289063443354498, -0.0023389450254000556]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 2.79121534738263e-07, ""target"": [0.0006503163604065776, -0.0019513302249833941], ""window_id"": 198}"
diagnostic_replay,117,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0029768124661246455, -0.0044109828708588684]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 2.9747225753788697e-06, ""target"": [0.0016663435380905867, -0.0023537720553576946], ""window_id"": 83}"
diagnostic_replay,118,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0010031758551540643, -0.000774389357370976]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.3351662602958994e-07, ""target"": [0.0011523948051035404, -0.0012691286392509937], ""window_id"": 91}"
diagnostic_replay,119,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002584756293533016, -0.0033086921082418662]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.2564145964577535e-06, ""target"": [0.001667516422457993, -0.002015826990827918], ""window_id"": 265}"
diagnostic_replay,120,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022903044114092534, -0.002669015954165415]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.3240732665164664e-06, ""target"": [0.003597821807488799, -0.004891299642622471], ""window_id"": 302}"
diagnostic_replay,121,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0017805532602078197, -0.0019552395471780456]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 9.364884060272009e-07, ""target"": [0.0008261256734840572, -0.0009744007256813347], ""window_id"": 190}"
diagnostic_replay,122,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022092119317107953, -0.0014125217770897017]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.7919262625384525e-06, ""target"": [0.00012471716036088765, 0.0008763063233345747], ""window_id"": 123}"
diagnostic_replay,123,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0028237573732923134, -0.004000062620430006]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 6.299433871096615e-07, ""target"": [0.0020061838440597057, -0.003230998059734702], ""window_id"": 509}"
diagnostic_replay,124,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.003470555521536636, -0.006461852009019144]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 8.14689538490073e-07, ""target"": [0.00415057735517621, -0.007542106322944164], ""window_id"": 371}"
diagnostic_replay,125,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0023418948855806433, -0.0021750284998147823]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.4805893838709972e-07, ""target"": [0.001801642938517034, -0.002109869383275509], ""window_id"": 107}"
diagnostic_replay,126,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002974851599019664, -0.003200246107820579]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 5.78317524950004e-07, ""target"": [0.0023167028557509184, -0.002349672606214881], ""window_id"": 110}"
diagnostic_replay,127,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0019551742106236913, -0.002119806896342707]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 1.6938924775063297e-09, ""target"": [0.0019240444526076317, -0.002168987412005663], ""window_id"": 429}"
diagnostic_replay,128,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020410693981285075, -0.0021619501020173322]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 8.640724216642771e-08, ""target"": [0.0019547638949006796, -0.0025686020962893963], ""window_id"": 468}"
diagnostic_replay,129,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0028479215326990704, -0.004268673897622351]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 5.0128548918092365e-06, ""target"": [0.0009733295300975442, -0.0017168873455375433], ""window_id"": 484}"
diagnostic_replay,130,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0021314942648621273, -0.001939919403098004]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.379033546910645e-06, ""target"": [0.004697699565440416, -0.003982627764344215], ""window_id"": 461}"
diagnostic_replay,131,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0025181622230887597, -0.0032051874612369436]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 5.078304746919536e-07, ""target"": [0.0019374055555090308, -0.002381547586992383], ""window_id"": 245}"
diagnostic_replay,132,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001739071783028326, -0.0015687722165617733]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 4.815625057355299e-07, ""target"": [0.002050751354545355, -0.002499353140592575], ""window_id"": 177}"
diagnostic_replay,133,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002813489686523691, -0.0029201672934760286]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 3.3546588563364462e-06, ""target"": [0.004963388666510582, -0.004364899825304747], ""window_id"": 356}"
diagnostic_replay,134,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.001826642457010239, -0.0021957509275325722]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.520800105619661e-07, ""target"": [0.001327425125055015, -0.0024301481898874044], ""window_id"": 66}"
diagnostic_replay,135,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020485905351106466, -0.001993232373547777]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.9570522943381793e-07, ""target"": [0.0015249414136633277, -0.0016508845146745443], ""window_id"": 123}"
diagnostic_replay,136,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0008439864745322556, -0.0029501685979936277]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 8.036430075219265e-08, ""target"": [0.001020621508359909, -0.00259026768617332], ""window_id"": 291}"
diagnostic_replay,137,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0015619906255779671, -0.002287664363216649]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.781117279738421e-06, ""target"": [0.004379650577902794, -0.004191089421510696], ""window_id"": 72}"
diagnostic_replay,138,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0026317781234677018, -0.00449237330629332]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.6038620842816796e-06, ""target"": [0.0010876531014218926, -0.0022961487993597984], ""window_id"": 386}"
diagnostic_replay,139,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0023400366932080792, -0.0028336774596996]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 3.94755535828816e-06, ""target"": [0.00458025187253952, -0.004529715981334448], ""window_id"": 121}"
diagnostic_replay,140,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002819282239668114, -0.0041121506593941055]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 2.165948013149525e-06, ""target"": [0.003769662929698825, -0.005963818170130253], ""window_id"": 356}"
diagnostic_replay,141,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0019236849628297924, -0.0024643329743846303]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 5.132676007080191e-06, ""target"": [0.004401130601763725, -0.004495986271649599], ""window_id"": 168}"
diagnostic_replay,142,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0017971494458033817, -0.0017250778172357808]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 6.217538760557016e-06, ""target"": [0.00433525862172246, -0.004173154477030039], ""window_id"": 312}"
diagnostic_replay,143,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0019135889470585513, -0.0030360830899683385]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 4.691395374912693e-06, ""target"": [0.003471805015578866, -0.0056732697412371635], ""window_id"": 321}"
diagnostic_replay,144,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.002439561865809656, -0.004685878662738979]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 3.874968833986518e-06, ""target"": [0.0009400550625286996, -0.0023403686936944723], ""window_id"": 505}"
diagnostic_replay,145,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0022129695592556717, -0.0032789579257922353]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""periodic_drift"", ""squared_error"": 6.143409691903567e-08, ""target"": [0.0018769745947793126, -0.003378835739567876], ""window_id"": 141}"
diagnostic_replay,146,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0015586061171039914, -0.0016483089860417632]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""step_sigma_theta"", ""squared_error"": 3.869087514856257e-06, ""target"": [-0.00045061734272167087, 0.00027554031112231314], ""window_id"": 283}"
diagnostic_replay,147,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0017520732983070768, -0.003073918024016184]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 1.4998818411719353e-06, ""target"": [0.0009763871785253286, -0.00152534618973732], ""window_id"": 341}"
diagnostic_replay,148,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0020863130772743425, -0.002188507777332022]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 3.7163189290314917e-06, ""target"": [0.004442279692739248, -0.003560389392077923], ""window_id"": 155}"
diagnostic_replay,149,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0016167237809473906, -0.002113097301584513]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""static_bias_theta"", ""squared_error"": 3.943578859488425e-06, ""target"": [0.004006979987025261, -0.003587489714846015], ""window_id"": 40}"
diagnostic_replay,150,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.003391325137464494, -0.0051498044228486944]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 6.785630665332953e-06, ""target"": [0.001493453630246222, -0.0019923774525523186], ""window_id"": 476}"
diagnostic_replay,151,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0023077339272748877, -0.0027019015665821276]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 2.0099204286605887e-06, ""target"": [0.0010829431703314185, -0.0011145363096147776], ""window_id"": 351}"
diagnostic_replay,152,legacy_residual_tinycnn,b_q/b_p_prediction,"[0.0016683923450955913, -0.0030507175699659864]",DIAGNOSTIC_NOT_RANKED,False,"{""scenario_id"": ""linear_ramp"", ""squared_error"": 7.19490133107311e-07, ""target"": [0.0007334796828217804, -0.002299106912687421], ""window_id"": 370}"
